project_id,project_name,donor,implementing_partner,country,province,district,village,gps_lat,gps_long,household_id,gender_head,household_size,children_u5,pregnant_lactating,disability_status,displacement_status,assessment_date,food_security_score,wash_access_score,nutrition_risk_score,priority_level,vulnerability_category,targeted,registration_date,sector,modality,distribution_date,assistance_type,assistance_value_usd,received_assistance,quantity_received,distribution_complete,post_food_security_score,post_wash_access_score,outcome_change,pdm_date,satisfaction_level,used_as_intended,coping_strategy_index,reported_issues,complaint_submitted,complaint_type,resolved,resolution_time_days,enumerator_id,data_collection_tool,survey_round,submission_timestamp
AFG-HRP-2024-01,Integrated Humanitarian Response Program,ECHO / UN pooled funds,International NGO XYZ,Afghanistan,Herat,Guzara,Village-45,34.80344,70.18738,HH-10121,Female,6,0,No,No,Returnee,2024-07-25,59,31,3,Medium,High,Yes,2024-07-25,WASH,Voucher,2024-08-09,Multi-purpose assistance,150,Yes,1,Yes,83,87,24,2024-09-02,3,Yes,14,Quantity issue,No,,,,EN-15,SurveyCTO,Endline,2024-07-26 23:00:00
AFG-HRP-2024-01,Integrated Humanitarian Response Program,ECHO / UN pooled funds,International NGO XYZ,Afghanistan,Balkh,Chimtal,Village-48,34.96892,70.5495,HH-10122,Female,3,4,Yes,Yes,Returnee,2024-02-15,48,62,4,High,Moderate,Yes,2024-02-15,Protection,Cash,2024-03-01,Multi-purpose assistance,80,Yes,2,Yes,59,88,11,2024-03-28,3,Yes,12,None,No,,,,EN-15,Kobo,Endline,2024-02-16 22:00:00
AFG-HRP-2024-01,Integrated Humanitarian Response Program,ECHO / UN pooled funds,International NGO XYZ,Afghanistan,Herat,Guzara,Village-41,35.84615,71.04352,HH-10123,Male,8,3,No,Yes,Returnee,2024-07-07,49,67,5,Medium,High,Yes,2024-07-07,Nutrition,Voucher,2024-07-22,Multi-purpose assistance,150,Yes,1,Yes,70,69,21,2024-09-27,2,Yes,6,None,No,,,,EN-28,Kobo,Baseline,2024-07-08 18:00:00
AFG-HRP-2024-01,Integrated Humanitarian Response Program,ECHO / UN pooled funds,International NGO XYZ,Afghanistan,Herat,Obe,Village-50,35.93428,71.0466,HH-10124,Female,5,1,Yes,Yes,Returnee,2024-04-15,46,68,3,Low,Moderate,Yes,2024-04-15,WASH,Voucher,2024-04-30,Multi-purpose assistance,120,Yes,3,Yes,67,74,21,2024-06-01,4,Yes,19,Minor delay,Yes,,Yes,29,EN-20,SurveyCTO,Baseline,2024-04-15 1:00:00
AFG-HRP-2024-01,Integrated Humanitarian Response Program,ECHO / UN pooled funds,International NGO XYZ,Afghanistan,Nangarhar,Kama,Village-22,35.97672,70.92178,HH-10125,Female,7,2,Yes,Yes,Host,2024-05-24,26,45,1,Low,High,Yes,2024-05-24,WASH,In-kind,2024-06-08,Multi-purpose assistance,80,Yes,1,Yes,46,80,20,2024-07-12,5,Yes,13,Minor delay,Yes,Staff Conduct,Yes,15,EN-24,Kobo,Baseline,2024-05-24 22:00:00
AFG-HRP-2024-01,Integrated Humanitarian Response Program,ECHO / UN pooled funds,International NGO XYZ,Afghanistan,Herat,Obe,Village-20,35.69084,71.52192,HH-10126,Male,7,0,No,Yes,Host,2024-09-30,50,46,5,High,Moderate,Yes,2024-09-30,WASH,In-kind,2024-10-15,Multi-purpose assistance,80,Yes,2,Yes,66,71,16,2024-12-09,3,No,14,Minor delay,No,,,,EN-26,SurveyCTO,Endline,2024-09-30 17:00:00
AFG-HRP-2024-01,Integrated Humanitarian Response Program,ECHO / UN pooled funds,International NGO XYZ,Afghanistan,Nangarhar,Surkh Rod,Village-38,35.8886,69.21365,HH-10127,Male,11,0,No,No,Returnee,2024-03-01,23,56,1,High,Extreme,Yes,2024-03-01,Nutrition,Voucher,2024-03-16,Multi-purpose assistance,120,Yes,5,Yes,48,88,25,2024-04-30,5,Yes,15,Quantity issue,No,,,,EN-6,Kobo,Endline,2024-03-01 22:00:00
AFG-HRP-2024-01,Integrated Humanitarian Response Program,ECHO / UN pooled funds,International NGO XYZ,Afghanistan,Herat,Guzara,Village-49,35.54708,70.72884,HH-10128,Male,10,0,Yes,No,Returnee,2024-01-30,48,70,4,Medium,High,Yes,2024-01-30,Health,Voucher,2024-02-14,Multi-purpose assistance,80,Yes,1,Yes,61,77,13,2024-02-29,3,No,16,None,Yes,Delay,Yes,27,EN-27,Kobo,Baseline,2024-01-31 20:00:00
AFG-HRP-2024-01,Integrated Humanitarian Response Program,ECHO / UN pooled funds,International NGO XYZ,Afghanistan,Kabul,Paghman,Village-7,34.7671,70.76601,HH-10129,Male,4,0,No,No,Returnee,2024-05-07,42,63,5,Low,High,Yes,2024-05-07,Health,In-kind,2024-05-22,Multi-purpose assistance,80,Yes,3,Yes,56,88,14,2024-06-20,5,Yes,11,None,Yes,Staff Conduct,Yes,3,EN-8,Kobo,Baseline,2024-05-07 14:00:00
AFG-HRP-2024-01,Integrated Humanitarian Response Program,ECHO / UN pooled funds,International NGO XYZ,Afghanistan,Kabul,Paghman,Village-42,35.58425,70.12558,HH-10130,Female,11,4,Yes,No,IDP,2024-09-15,27,36,1,High,Moderate,Yes,2024-09-15,Food Security,Voucher,2024-09-30,Multi-purpose assistance,120,Yes,4,Yes,43,63,16,2024-10-25,4,Yes,9,None,No,,,,EN-23,Kobo,Endline,2024-09-16 3:00:00
AFG-HRP-2024-01,Integrated Humanitarian Response Program,ECHO / UN pooled funds,International NGO XYZ,Afghanistan,Kabul,Paghman,Village-9,34.83765,71.69587,HH-10131,Male,7,0,Yes,No,IDP,2024-09-23,59,68,2,Medium,Moderate,Yes,2024-09-23,Nutrition,Voucher,2024-10-08,Multi-purpose assistance,150,Yes,4,Yes,83,69,24,2024-11-09,3,Yes,22,Minor delay,No,,,,EN-30,Kobo,Endline,2024-09-23 22:00:00
AFG-HRP-2024-01,Integrated Humanitarian Response Program,ECHO / UN pooled funds,International NGO XYZ,Afghanistan,Herat,Injil,Village-43,34.98821,71.84834,HH-10132,Male,4,2,Yes,No,Returnee,2024-01-07,25,46,4,High,Extreme,Yes,2024-01-07,Nutrition,Cash,2024-01-22,Multi-purpose assistance,120,Yes,3,Yes,33,85,8,2024-03-19,4,Yes,8,None,No,,,,EN-28,Kobo,Baseline,2024-01-07 9:00:00
AFG-HRP-2024-01,Integrated Humanitarian Response Program,ECHO / UN pooled funds,International NGO XYZ,Afghanistan,Herat,Guzara,Village-47,34.1859,71.44489,HH-10133,Male,4,3,No,No,Returnee,2024-07-02,48,54,4,Medium,Moderate,Yes,2024-07-02,Nutrition,Cash,2024-07-17,Multi-purpose assistance,80,Yes,1,Yes,72,90,24,2024-09-27,3,Yes,18,Quantity issue,No,,,,EN-16,SurveyCTO,Baseline,2024-07-03 16:00:00
AFG-HRP-2024-01,Integrated Humanitarian Response Program,ECHO / UN pooled funds,International NGO XYZ,Afghanistan,Balkh,Dihdadi,Village-8,35.77519,70.32206,HH-10134,Male,7,2,Yes,No,Host,2024-01-15,28,63,5,Low,Moderate,Yes,2024-01-15,Nutrition,In-kind,2024-01-30,Multi-purpose assistance,120,Yes,5,Yes,48,76,20,2024-04-09,2,Yes,12,Minor delay,No,,,,EN-12,SurveyCTO,Baseline,2024-01-16 12:00:00
AFG-HRP-2024-01,Integrated Humanitarian Response Program,ECHO / UN pooled funds,International NGO XYZ,Afghanistan,Kabul,Kabul City,Village-5,35.50286,69.9619,HH-10135,Female,7,0,Yes,No,Host,2024-03-21,50,54,4,High,Extreme,Yes,2024-03-21,Health,Voucher,2024-04-05,Multi-purpose assistance,150,Yes,4,Yes,70,62,20,2024-05-22,5,Yes,15,None,Yes,Staff Conduct,Yes,26,EN-21,Kobo,Baseline,2024-03-22 2:00:00
AFG-HRP-2024-01,Integrated Humanitarian Response Program,ECHO / UN pooled funds,International NGO XYZ,Afghanistan,Balkh,Mazar-e-Sharif,Village-40,35.27508,71.67033,HH-10136,Male,10,2,No,Yes,IDP,2024-10-12,20,59,3,Low,Moderate,Yes,2024-10-12,Protection,Voucher,2024-10-27,Multi-purpose assistance,150,Yes,3,Yes,27,82,7,2024-12-16,5,Yes,8,Quantity issue,No,,,,EN-8,Kobo,Endline,2024-10-12 23:00:00
AFG-HRP-2024-01,Integrated Humanitarian Response Program,ECHO / UN pooled funds,International NGO XYZ,Afghanistan,Nangarhar,Kama,Village-32,34.2809,71.15057,HH-10137,Female,4,2,Yes,Yes,IDP,2024-09-24,26,55,2,Medium,Extreme,Yes,2024-09-24,WASH,Cash,2024-10-09,Multi-purpose assistance,120,Yes,1,Yes,32,89,6,2024-11-16,2,Yes,19,Quantity issue,Yes,,Yes,19,EN-5,SurveyCTO,Baseline,2024-09-25 10:00:00
AFG-HRP-2024-01,Integrated Humanitarian Response Program,ECHO / UN pooled funds,International NGO XYZ,Afghanistan,Kabul,Paghman,Village-50,35.84232,69.53161,HH-10138,Male,5,0,No,No,Host,2024-08-09,57,68,3,Low,High,Yes,2024-08-09,Health,In-kind,2024-08-24,Multi-purpose assistance,150,Yes,2,Yes,77,68,20,2024-10-31,5,Yes,14,Minor delay,No,,,,EN-26,Kobo,Baseline,2024-08-10 3:00:00
AFG-HRP-2024-01,Integrated Humanitarian Response Program,ECHO / UN pooled funds,International NGO XYZ,Afghanistan,Nangarhar,Kama,Village-14,34.40178,70.8725,HH-10139,Female,8,1,Yes,No,Host,2024-10-07,40,70,3,Low,Extreme,Yes,2024-10-07,WASH,In-kind,2024-10-22,Multi-purpose assistance,120,Yes,5,Yes,62,78,22,2024-12-31,5,No,22,Minor delay,No,,,,EN-29,SurveyCTO,Baseline,2024-10-08 10:00:00
AFG-HRP-2024-01,Integrated Humanitarian Response Program,ECHO / UN pooled funds,International NGO XYZ,Afghanistan,Kabul,Kabul City,Village-18,35.50037,69.48281,HH-10140,Female,7,1,Yes,No,Returnee,2024-07-14,23,43,5,High,High,Yes,2024-07-14,Health,Cash,2024-07-29,Multi-purpose assistance,150,Yes,5,Yes,29,87,6,2024-08-22,3,No,25,Quantity issue,Yes,Staff Conduct,Yes,10,EN-17,SurveyCTO,Baseline,2024-07-15 1:00:00
AFG-HRP-2024-01,Integrated Humanitarian Response Program,ECHO / UN pooled funds,International NGO XYZ,Afghanistan,Balkh,Dihdadi,Village-17,34.40617,71.60655,HH-10141,Female,6,2,Yes,No,IDP,2024-06-09,23,48,4,High,Moderate,Yes,2024-06-09,Food Security,Cash,2024-06-24,Multi-purpose assistance,80,Yes,5,Yes,28,63,5,2024-08-13,5,Yes,18,Minor delay,No,,,,EN-18,SurveyCTO,Baseline,2024-06-09 11:00:00
AFG-HRP-2024-01,Integrated Humanitarian Response Program,ECHO / UN pooled funds,International NGO XYZ,Afghanistan,Nangarhar,Jalalabad,Village-21,35.19376,71.32098,HH-10142,Female,10,4,No,Yes,Host,2024-06-18,29,50,5,High,Extreme,Yes,2024-06-18,Protection,Cash,2024-07-03,Multi-purpose assistance,150,Yes,2,Yes,35,73,6,2024-08-16,5,Yes,16,None,Yes,Quality,Yes,24,EN-11,SurveyCTO,Endline,2024-06-18 19:00:00
AFG-HRP-2024-01,Integrated Humanitarian Response Program,ECHO / UN pooled funds,International NGO XYZ,Afghanistan,Herat,Obe,Village-8,35.33788,70.337,HH-10143,Male,3,2,No,Yes,Returnee,2024-09-28,55,46,5,Low,High,Yes,2024-09-28,Food Security,In-kind,2024-10-13,Multi-purpose assistance,120,Yes,5,Yes,80,85,25,2024-11-27,5,Yes,6,Minor delay,Yes,Quality,Yes,13,EN-17,Kobo,Baseline,2024-09-28 11:00:00
AFG-HRP-2024-01,Integrated Humanitarian Response Program,ECHO / UN pooled funds,International NGO XYZ,Afghanistan,Kabul,Paghman,Village-28,35.67133,69.61674,HH-10144,Female,4,1,Yes,No,Host,2024-02-03,60,51,1,High,Extreme,Yes,2024-02-03,Food Security,Cash,2024-02-18,Multi-purpose assistance,120,Yes,5,Yes,71,62,11,2024-03-17,3,Yes,18,Minor delay,No,,,,EN-15,SurveyCTO,Endline,2024-02-03 21:00:00
AFG-HRP-2024-01,Integrated Humanitarian Response Program,ECHO / UN pooled funds,International NGO XYZ,Afghanistan,Kabul,Bagrami,Village-40,34.12648,71.23785,HH-10145,Male,4,2,Yes,No,Host,2024-03-01,20,49,5,High,High,Yes,2024-03-01,Health,Voucher,2024-03-16,Multi-purpose assistance,120,Yes,1,Yes,45,75,25,2024-05-04,3,No,12,None,No,,,,EN-24,SurveyCTO,Endline,2024-03-02 17:00:00
AFG-HRP-2024-01,Integrated Humanitarian Response Program,ECHO / UN pooled funds,International NGO XYZ,Afghanistan,Herat,Guzara,Village-10,34.24647,69.01509,HH-10146,Female,11,4,Yes,No,IDP,2024-07-10,20,52,2,Medium,Moderate,Yes,2024-07-10,Protection,Cash,2024-07-25,Multi-purpose assistance,80,Yes,2,Yes,42,67,22,2024-10-08,4,Yes,8,None,No,,,,EN-22,Kobo,Endline,2024-07-11 18:00:00
AFG-HRP-2024-01,Integrated Humanitarian Response Program,ECHO / UN pooled funds,International NGO XYZ,Afghanistan,Kabul,Bagrami,Village-38,34.97438,69.99255,HH-10147,Male,6,0,No,No,IDP,2024-02-04,26,42,3,Medium,High,Yes,2024-02-04,WASH,In-kind,2024-02-19,Multi-purpose assistance,150,Yes,3,Yes,37,82,11,2024-03-21,3,No,23,Minor delay,No,,,,EN-26,SurveyCTO,Endline,2024-02-04 11:00:00
AFG-HRP-2024-01,Integrated Humanitarian Response Program,ECHO / UN pooled funds,International NGO XYZ,Afghanistan,Kabul,Bagrami,Village-18,35.68022,69.40292,HH-10148,Female,10,3,No,No,Returnee,2024-05-06,34,61,5,High,Extreme,Yes,2024-05-06,Protection,Cash,2024-05-21,Multi-purpose assistance,120,Yes,2,Yes,59,88,25,2024-07-25,3,Yes,25,None,No,,,,EN-24,Kobo,Baseline,2024-05-07 9:00:00
AFG-HRP-2024-01,Integrated Humanitarian Response Program,ECHO / UN pooled funds,International NGO XYZ,Afghanistan,Kabul,Paghman,Village-36,34.52123,71.68196,HH-10149,Female,5,2,No,Yes,Host,2024-10-23,57,48,2,Medium,Moderate,Yes,2024-10-23,Protection,Cash,2024-11-07,Multi-purpose assistance,120,Yes,3,Yes,68,76,11,2024-12-17,2,No,12,Quantity issue,Yes,Quality,Yes,27,EN-17,Kobo,Endline,2024-10-23 11:00:00
AFG-HRP-2024-01,Integrated Humanitarian Response Program,ECHO / UN pooled funds,International NGO XYZ,Afghanistan,Herat,Obe,Village-3,34.43764,70.46293,HH-10150,Male,7,2,Yes,Yes,Host,2024-10-16,29,43,5,Medium,High,Yes,2024-10-16,Health,Voucher,2024-10-31,Multi-purpose assistance,80,Yes,1,Yes,49,80,20,2024-12-27,4,Yes,21,Quantity issue,No,,,,EN-27,SurveyCTO,Endline,2024-10-17 14:00:00
AFG-HRP-2024-01,Integrated Humanitarian Response Program,ECHO / UN pooled funds,International NGO XYZ,Afghanistan,Herat,Guzara,Village-34,34.50317,71.91802,HH-10151,Male,11,3,No,No,Returnee,2024-07-12,57,60,5,High,Moderate,Yes,2024-07-12,Nutrition,Voucher,2024-07-27,Multi-purpose assistance,80,Yes,2,Yes,82,62,25,2024-09-03,4,Yes,9,None,Yes,Quality,Yes,14,EN-20,Kobo,Baseline,2024-07-13 3:00:00
AFG-HRP-2024-01,Integrated Humanitarian Response Program,ECHO / UN pooled funds,International NGO XYZ,Afghanistan,Nangarhar,Kama,Village-38,34.32249,71.50009,HH-10152,Male,6,0,Yes,No,Host,2024-02-28,50,40,2,Low,Moderate,Yes,2024-02-28,Food Security,In-kind,2024-03-14,Multi-purpose assistance,80,Yes,1,Yes,70,65,20,2024-04-28,4,Yes,21,Minor delay,Yes,,Yes,21,EN-21,Kobo,Endline,2024-02-28 6:00:00
AFG-HRP-2024-01,Integrated Humanitarian Response Program,ECHO / UN pooled funds,International NGO XYZ,Afghanistan,Herat,Guzara,Village-27,35.20168,71.38385,HH-10153,Male,12,4,No,Yes,Host,2024-08-29,50,51,4,Low,Moderate,Yes,2024-08-29,Food Security,Cash,2024-09-13,Multi-purpose assistance,120,Yes,4,Yes,60,64,10,2024-11-22,2,Yes,11,Quantity issue,Yes,,Yes,24,EN-14,Kobo,Baseline,2024-08-29 12:00:00
AFG-HRP-2024-01,Integrated Humanitarian Response Program,ECHO / UN pooled funds,International NGO XYZ,Afghanistan,Balkh,Chimtal,Village-6,34.96448,69.39099,HH-10154,Male,9,4,No,No,IDP,2024-01-20,54,63,4,High,High,Yes,2024-01-20,Health,Voucher,2024-02-04,Multi-purpose assistance,150,Yes,5,Yes,75,63,21,2024-04-15,5,Yes,13,Minor delay,Yes,Quality,Yes,30,EN-3,SurveyCTO,Endline,2024-01-20 17:00:00
AFG-HRP-2024-01,Integrated Humanitarian Response Program,ECHO / UN pooled funds,International NGO XYZ,Afghanistan,Herat,Injil,Village-1,34.75006,69.61626,HH-10155,Female,9,2,Yes,Yes,Returnee,2024-01-04,53,67,3,Medium,Moderate,Yes,2024-01-04,Health,In-kind,2024-01-19,Multi-purpose assistance,120,Yes,5,Yes,61,68,8,2024-03-10,5,Yes,18,Quantity issue,No,,,,EN-26,SurveyCTO,Baseline,2024-01-05 0:00:00
AFG-HRP-2024-01,Integrated Humanitarian Response Program,ECHO / UN pooled funds,International NGO XYZ,Afghanistan,Balkh,Dihdadi,Village-9,35.71,70.97785,HH-10156,Male,10,1,Yes,Yes,Host,2024-06-06,42,55,3,Low,Moderate,Yes,2024-06-06,Food Security,Cash,2024-06-21,Multi-purpose assistance,120,Yes,1,Yes,59,85,17,2024-08-11,2,Yes,20,Quantity issue,No,,,,EN-14,Kobo,Baseline,2024-06-06 17:00:00
AFG-HRP-2024-01,Integrated Humanitarian Response Program,ECHO / UN pooled funds,International NGO XYZ,Afghanistan,Herat,Guzara,Village-40,35.31235,69.85941,HH-10157,Male,5,3,No,Yes,IDP,2024-02-10,22,63,3,High,Extreme,Yes,2024-02-10,Protection,In-kind,2024-02-25,Multi-purpose assistance,150,Yes,2,Yes,39,79,17,2024-04-18,3,No,6,Minor delay,No,,,,EN-8,Kobo,Baseline,2024-02-10 6:00:00
AFG-HRP-2024-01,Integrated Humanitarian Response Program,ECHO / UN pooled funds,International NGO XYZ,Afghanistan,Nangarhar,Surkh Rod,Village-13,35.03549,71.21078,HH-10158,Male,4,4,No,No,Host,2024-06-29,45,67,3,Medium,High,Yes,2024-06-29,Nutrition,In-kind,2024-07-14,Multi-purpose assistance,80,Yes,4,Yes,62,89,17,2024-09-09,5,No,5,Minor delay,No,,,,EN-6,SurveyCTO,Baseline,2024-06-30 12:00:00
AFG-HRP-2024-01,Integrated Humanitarian Response Program,ECHO / UN pooled funds,International NGO XYZ,Afghanistan,Kabul,Paghman,Village-35,35.62629,70.72468,HH-10159,Female,9,4,No,Yes,Returnee,2024-05-30,27,59,4,Low,Extreme,Yes,2024-05-30,Health,Cash,2024-06-14,Multi-purpose assistance,120,Yes,1,Yes,48,72,21,2024-07-20,3,No,12,Minor delay,No,,,,EN-14,SurveyCTO,Baseline,2024-05-31 21:00:00
AFG-HRP-2024-01,Integrated Humanitarian Response Program,ECHO / UN pooled funds,International NGO XYZ,Afghanistan,Nangarhar,Jalalabad,Village-36,35.86279,70.42967,HH-10160,Female,6,4,No,Yes,Host,2024-05-27,45,42,4,Low,Extreme,Yes,2024-05-27,Nutrition,In-kind,2024-06-11,Multi-purpose assistance,80,Yes,3,Yes,60,66,15,2024-07-01,3,Yes,12,Quantity issue,Yes,Delay,Yes,7,EN-25,Kobo,Baseline,2024-05-27 6:00:00
AFG-HRP-2024-01,Integrated Humanitarian Response Program,ECHO / UN pooled funds,International NGO XYZ,Afghanistan,Balkh,Chimtal,Village-24,35.24133,70.47702,HH-10161,Female,10,1,No,No,IDP,2024-01-04,54,66,2,High,Moderate,Yes,2024-01-04,Health,Voucher,2024-01-19,Multi-purpose assistance,150,Yes,1,Yes,60,76,6,2024-03-22,4,Yes,10,Minor delay,No,,,,EN-4,SurveyCTO,Endline,2024-01-05 21:00:00
AFG-HRP-2024-01,Integrated Humanitarian Response Program,ECHO / UN pooled funds,International NGO XYZ,Afghanistan,Kabul,Kabul City,Village-24,35.22556,69.7791,HH-10162,Female,6,2,No,No,Returnee,2024-04-17,57,53,2,Medium,High,Yes,2024-04-17,Nutrition,Voucher,2024-05-02,Multi-purpose assistance,150,Yes,3,Yes,65,71,8,2024-06-10,5,Yes,19,None,No,,,,EN-19,Kobo,Baseline,2024-04-17 7:00:00
AFG-HRP-2024-01,Integrated Humanitarian Response Program,ECHO / UN pooled funds,International NGO XYZ,Afghanistan,Nangarhar,Jalalabad,Village-48,34.2991,71.41701,HH-10163,Male,9,3,Yes,No,Host,2024-10-11,44,64,3,Medium,High,Yes,2024-10-11,WASH,In-kind,2024-10-26,Multi-purpose assistance,150,Yes,1,Yes,55,72,11,2024-12-07,2,No,10,None,Yes,Quality,Yes,29,EN-9,SurveyCTO,Baseline,2024-10-12 5:00:00
AFG-HRP-2024-01,Integrated Humanitarian Response Program,ECHO / UN pooled funds,International NGO XYZ,Afghanistan,Nangarhar,Surkh Rod,Village-23,34.03967,69.36371,HH-10164,Male,12,4,Yes,No,Returnee,2024-07-03,55,50,5,Medium,Moderate,Yes,2024-07-03,Health,Cash,2024-07-18,Multi-purpose assistance,120,Yes,5,Yes,77,69,22,2024-08-25,5,No,9,None,No,,,,EN-21,SurveyCTO,Endline,2024-07-04 17:00:00
AFG-HRP-2024-01,Integrated Humanitarian Response Program,ECHO / UN pooled funds,International NGO XYZ,Afghanistan,Balkh,Mazar-e-Sharif,Village-21,35.30603,71.1313,HH-10165,Female,7,3,No,No,Host,2024-02-10,41,63,4,Medium,Extreme,Yes,2024-02-10,Nutrition,Cash,2024-02-25,Multi-purpose assistance,80,Yes,2,Yes,53,81,12,2024-03-21,4,No,7,None,No,,,,EN-6,SurveyCTO,Baseline,2024-02-10 7:00:00
AFG-HRP-2024-01,Integrated Humanitarian Response Program,ECHO / UN pooled funds,International NGO XYZ,Afghanistan,Kabul,Bagrami,Village-49,35.99203,69.31179,HH-10166,Male,4,3,No,Yes,IDP,2024-10-07,21,48,4,Low,Extreme,Yes,2024-10-07,Nutrition,In-kind,2024-10-22,Multi-purpose assistance,80,Yes,1,Yes,38,61,17,2024-11-09,4,Yes,20,Minor delay,No,,,,EN-28,SurveyCTO,Endline,2024-10-07 9:00:00
AFG-HRP-2024-01,Integrated Humanitarian Response Program,ECHO / UN pooled funds,International NGO XYZ,Afghanistan,Herat,Obe,Village-34,35.27957,70.60135,HH-10167,Female,10,4,Yes,Yes,Returnee,2024-08-21,60,49,3,Medium,High,Yes,2024-08-21,Nutrition,Voucher,2024-09-05,Multi-purpose assistance,80,Yes,1,Yes,83,76,23,2024-10-30,3,Yes,14,Minor delay,No,,,,EN-18,Kobo,Endline,2024-08-22 7:00:00
AFG-HRP-2024-01,Integrated Humanitarian Response Program,ECHO / UN pooled funds,International NGO XYZ,Afghanistan,Nangarhar,Jalalabad,Village-1,35.09642,69.56571,HH-10168,Female,9,1,Yes,No,Host,2024-08-08,38,54,4,High,High,Yes,2024-08-08,Food Security,Voucher,2024-08-23,Multi-purpose assistance,150,Yes,2,Yes,62,76,24,2024-10-28,4,Yes,25,Quantity issue,Yes,,Yes,28,EN-9,SurveyCTO,Baseline,2024-08-08 5:00:00
AFG-HRP-2024-01,Integrated Humanitarian Response Program,ECHO / UN pooled funds,International NGO XYZ,Afghanistan,Herat,Injil,Village-29,34.54427,70.86826,HH-10169,Male,8,0,Yes,Yes,Host,2024-05-28,60,31,2,High,High,Yes,2024-05-28,WASH,Cash,2024-06-12,Multi-purpose assistance,150,Yes,4,Yes,79,83,19,2024-07-04,2,Yes,7,None,No,,,,EN-1,SurveyCTO,Baseline,2024-05-28 22:00:00
AFG-HRP-2024-01,Integrated Humanitarian Response Program,ECHO / UN pooled funds,International NGO XYZ,Afghanistan,Balkh,Dihdadi,Village-6,35.68709,71.85493,HH-10170,Male,7,3,Yes,No,Returnee,2024-09-12,49,41,2,Medium,High,Yes,2024-09-12,Food Security,Cash,2024-09-27,Multi-purpose assistance,150,Yes,2,Yes,55,72,6,2024-11-04,5,Yes,6,None,No,,,,EN-15,Kobo,Baseline,2024-09-13 7:00:00
AFG-HRP-2024-01,Integrated Humanitarian Response Program,ECHO / UN pooled funds,International NGO XYZ,Afghanistan,Balkh,Chimtal,Village-47,34.08437,71.81226,HH-10171,Male,7,3,No,Yes,Returnee,2024-06-08,40,33,2,High,Extreme,Yes,2024-06-08,Health,Voucher,2024-06-23,Multi-purpose assistance,80,Yes,2,Yes,50,85,10,2024-09-05,4,No,8,Minor delay,No,,,,EN-26,Kobo,Baseline,2024-06-08 3:00:00
AFG-HRP-2024-01,Integrated Humanitarian Response Program,ECHO / UN pooled funds,International NGO XYZ,Afghanistan,Balkh,Chimtal,Village-32,34.1828,70.85593,HH-10172,Male,3,2,Yes,No,Host,2024-03-20,25,36,2,Medium,Extreme,Yes,2024-03-20,WASH,In-kind,2024-04-04,Multi-purpose assistance,150,Yes,3,Yes,37,85,12,2024-05-12,5,No,11,None,Yes,Staff Conduct,Yes,14,EN-24,Kobo,Endline,2024-03-20 3:00:00
AFG-HRP-2024-01,Integrated Humanitarian Response Program,ECHO / UN pooled funds,International NGO XYZ,Afghanistan,Balkh,Chimtal,Village-32,34.37955,69.55988,HH-10173,Female,8,3,No,No,Host,2024-08-12,38,40,1,Low,Extreme,Yes,2024-08-12,Health,Voucher,2024-08-27,Multi-purpose assistance,120,Yes,5,Yes,60,71,22,2024-10-16,5,Yes,25,Quantity issue,No,,,,EN-13,Kobo,Baseline,2024-08-13 16:00:00
AFG-HRP-2024-01,Integrated Humanitarian Response Program,ECHO / UN pooled funds,International NGO XYZ,Afghanistan,Nangarhar,Kama,Village-13,35.04814,70.49265,HH-10174,Male,12,2,No,No,Host,2024-05-02,24,50,1,High,Moderate,Yes,2024-05-02,Food Security,Cash,2024-05-17,Multi-purpose assistance,80,Yes,2,Yes,46,87,22,2024-06-21,2,Yes,8,Minor delay,No,,,,EN-7,Kobo,Baseline,2024-05-03 13:00:00
AFG-HRP-2024-01,Integrated Humanitarian Response Program,ECHO / UN pooled funds,International NGO XYZ,Afghanistan,Balkh,Chimtal,Village-4,34.73271,70.81786,HH-10175,Male,3,1,No,Yes,Returnee,2024-09-07,59,70,1,Medium,Moderate,Yes,2024-09-07,Health,Voucher,2024-09-22,Multi-purpose assistance,150,Yes,1,Yes,82,86,23,2024-11-09,4,No,6,Quantity issue,No,,,,EN-3,SurveyCTO,Baseline,2024-09-07 14:00:00
AFG-HRP-2024-01,Integrated Humanitarian Response Program,ECHO / UN pooled funds,International NGO XYZ,Afghanistan,Kabul,Kabul City,Village-34,35.31375,70.71008,HH-10176,Male,11,4,No,No,IDP,2024-04-28,44,70,5,Medium,Moderate,Yes,2024-04-28,Health,In-kind,2024-05-13,Multi-purpose assistance,150,Yes,4,Yes,55,88,11,2024-07-01,2,Yes,10,Quantity issue,Yes,Staff Conduct,Yes,19,EN-11,Kobo,Endline,2024-04-28 23:00:00
AFG-HRP-2024-01,Integrated Humanitarian Response Program,ECHO / UN pooled funds,International NGO XYZ,Afghanistan,Nangarhar,Kama,Village-28,35.65231,69.97035,HH-10177,Male,12,4,Yes,No,Host,2024-06-15,43,46,3,Medium,High,Yes,2024-06-15,Health,Cash,2024-06-30,Multi-purpose assistance,150,Yes,1,Yes,61,69,18,2024-09-07,2,No,9,Minor delay,No,,,,EN-1,SurveyCTO,Baseline,2024-06-15 14:00:00
